,chr,pos
JHI-Hv50k-2016-461019,1,0
M_E_120,1,4.1567154306009
M_E_121,1,5.6965728570013
JHI-Hv50k-2016-462290,1,9.8226023112204
JHI-Hv50k-2016-463595,1,11.95396787737
JHI-Hv50k-2016-463320,1,11.95396787737
JHI-Hv50k-2016-463638,1,11.95396787737
M_E_122,1,14.9055974113423
M_E_125,1,20.7500430310912
JHI-Hv50k-2016-468551,1,22.2025420062678
JHI-Hv50k-2016-468564,1,22.2025420062678
JHI-Hv50k-2016-466668,1,23.5727479186427
JHI-Hv50k-2016-465418,1,24.2484647283407
JHI-Hv50k-2016-469069,1,26.3330049518169
JHI-Hv50k-2016-470283,1,28.4175477608049
JHI-Hv50k-2016-470691,1,29.0932670143426
JHI-Hv50k-2016-470398,1,29.0932670143426
JHI-Hv50k-2016-489799,1,35.0920337551074
JHI-Hv50k-2016-489616,1,35.0920337551074
JHI-Hv50k-2016-489798,1,36.4903033376637
JHI-Hv50k-2016-488809,1,38.6037211410185
JHI-Hv50k-2016-488697,1,38.6037211410185
JHI-Hv50k-2016-483031,1,38.6037211410185
JHI-Hv50k-2016-488887,1,38.6037211410185
JHI-Hv50k-2016-488873,1,38.6037211410185
JHI-Hv50k-2016-487430,1,39.2794379507165
JHI-Hv50k-2016-487408,1,39.2794379507165
JHI-Hv50k-2016-479451,1,40.6496438630914
JHI-Hv50k-2016-478027,1,40.6496438630914
JHI-Hv50k-2016-478809,1,40.6496438630914
JHI-Hv50k-2016-478267,1,41.573245585893
JHI-Hv50k-2016-478155,1,41.573245585893
JHI-Hv50k-2016-483272,1,41.573245585893
JHI-Hv50k-2016-483434,1,41.573245585893
JHI-Hv50k-2016-482729,1,41.573245585893
JHI-Hv50k-2016-481987,1,41.573245585893
JHI-Hv50k-2016-481749,1,41.573245585893
JHI-Hv50k-2016-481258,1,41.573245585893
JHI-Hv50k-2016-480771,1,41.573245585893
JHI-Hv50k-2016-480176,1,41.573245585893
JHI-Hv50k-2016-479764,1,41.573245585893
JHI-Hv50k-2016-479763,1,41.573245585893
JHI-Hv50k-2016-479753,1,41.573245585893
JHI-Hv50k-2016-479447,1,41.573245585893
JHI-Hv50k-2016-479018,1,41.573245585893
JHI-Hv50k-2016-478689,1,41.573245585893
JHI-Hv50k-2016-478345,1,41.573245585893
JHI-Hv50k-2016-475035,1,41.573245585893
JHI-Hv50k-2016-474991,1,41.573245585893
JHI-Hv50k-2016-474953,1,41.573245585893
JHI-Hv50k-2016-483191,1,41.573245585893
JHI-Hv50k-2016-482497,1,41.573245585893
JHI-Hv50k-2016-481919,1,41.573245585893
JHI-Hv50k-2016-481738,1,41.573245585893
JHI-Hv50k-2016-477827,1,41.573245585893
JHI-Hv50k-2016-478738,1,41.573245585893
JHI-Hv50k-2016-480947,1,43.2560982151192
JHI-Hv50k-2016-480145,1,43.2560982151192
JHI-Hv50k-2016-479209,1,43.2560982151192
JHI-Hv50k-2016-478140,1,43.2560982151192
M_E_127,1,48.6667079920732
JHI-Hv50k-2016-15068,10,0
JHI-Hv50k-2016-15051,10,0
JHI-Hv50k-2016-16542,10,7.75387320759599
JHI-Hv50k-2016-16517,10,7.75387320759599
JHI-Hv50k-2016-16516,10,7.75387320759599
JHI-Hv50k-2016-16514,10,7.75387320759599
JHI-Hv50k-2016-16499,10,7.75387320759599
JHI-Hv50k-2016-18386,10,10.5737605612296
JHI-Hv50k-2016-18385,10,10.5737605612296
JHI-Hv50k-2016-18373,10,10.5737605612296
JHI-Hv50k-2016-18338,10,10.5737605612296
JHI-Hv50k-2016-18382,10,10.5737605612296
M_E_116,11,0
JHI-Hv50k-2016-437197,11,2.92179623717806
JHI-Hv50k-2016-439748,11,4.14091955346755
JHI-Hv50k-2016-439749,11,4.14091955346755
JHI-Hv50k-2016-439545,11,4.14091955346755
JHI-Hv50k-2016-440728,11,5.55383722170582
M_E_118,11,18.6697606834011
JHI-Hv50k-2016-451988,11,20.4839525515894
JHI-Hv50k-2016-453342,11,27.3846031760489
JHI-Hv50k-2016-453316,11,27.3846031760489
JHI-Hv50k-2016-453425,11,27.3846031760489
JHI-Hv50k-2016-453335,11,27.3846031760489
JHI-Hv50k-2016-453327,11,27.3846031760489
JHI-Hv50k-2016-453326,11,27.3846031760489
JHI-Hv50k-2016-453317,11,27.3846031760489
JHI-Hv50k-2016-453315,11,27.3846031760489
JHI-Hv50k-2016-453012,11,27.3846031760489
JHI-Hv50k-2016-456555,11,37.8429063976553
JHI-Hv50k-2016-457722,11,40.0918591707495
JHI-Hv50k-2016-458086,11,40.7710787013286
M_E_108,12,0
JHI-Hv50k-2016-401965,12,4.52832032870232
JHI-Hv50k-2016-402178,12,4.52832032870232
JHI-Hv50k-2016-401495,12,4.52832032870232
JHI-Hv50k-2016-388653,12,9.69241889808406
JHI-Hv50k-2016-388395,12,9.69241889808406
JHI-Hv50k-2016-23594,12,17.1375141996595
JHI-Hv50k-2016-383344,12,21.4624195567853
JHI-Hv50k-2016-382877,12,22.1674548995265
JHI-Hv50k-2016-381961,12,23.5376608119013
JHI-Hv50k-2016-381950,12,23.5376608119013
JHI-Hv50k-2016-381710,12,24.2133776215993
M_E_101,12,27.1319032857036
M_E_100,12,34.108045517851
JHI-Hv50k-2016-378987,12,35.5861721309351
JHI-Hv50k-2016-380476,12,36.8559977935138
JHI-Hv50k-2016-378880,12,37.8193815456682
JHI-Hv50k-2016-378854,12,38.5413435286261
JHI-Hv50k-2016-378829,12,38.5413435286261
JHI-Hv50k-2016-378864,12,38.5413435286261
JHI-Hv50k-2016-378825,12,38.5413435286261
JHI-Hv50k-2016-378180,12,42.8466993020006
JHI-Hv50k-2016-378173,12,42.8466993020006
JHI-Hv50k-2016-378036,12,44.2169052143755
JHI-Hv50k-2016-377929,12,45.6069910151251
JHI-Hv50k-2016-377329,12,48.5120839575184
JHI-Hv50k-2016-377180,12,48.5120839575184
JHI-Hv50k-2016-376312,12,50.2091163766133
JHI-Hv50k-2016-376166,12,50.2091163766133
JHI-Hv50k-2016-374485,12,53.1742970925069
JHI-Hv50k-2016-374480,12,53.8505560392743
JHI-Hv50k-2016-374056,12,56.6704433929079
JHI-Hv50k-2016-374006,12,56.6704433929079
JHI-Hv50k-2016-373963,12,57.3461602026059
JHI-Hv50k-2016-373811,12,58.0218770123039
JHI-Hv50k-2016-373599,12,58.6975938220019
JHI-Hv50k-2016-373560,12,59.3733106316999
JHI-Hv50k-2016-373482,12,60.7445523468473
JHI-Hv50k-2016-373481,12,60.7445523468473
JHI-Hv50k-2016-373484,12,60.7445523468473
JHI-Hv50k-2016-373104,12,65.104554361821
JHI-Hv50k-2016-373042,12,65.104554361821
JHI-Hv50k-2016-371659,12,70.1781262851291
JHI-Hv50k-2016-371331,12,71.6765514673851
JHI-Hv50k-2016-371327,12,71.6765514673851
JHI-Hv50k-2016-371328,12,72.3913533413541
JHI-Hv50k-2016-370551,12,74.227781020344
M_E_98,12,76.8802936502794
JHI-Hv50k-2016-425100,13,0
JHI-Hv50k-2016-425180,13,0
JHI-Hv50k-2016-424446,13,3.45441874819429
M_E_115,13,8.65089442242102
JHI-Hv50k-2016-423895,13,12.5701058507147
JHI-Hv50k-2016-423834,13,13.4634482133965
JHI-Hv50k-2016-423827,13,13.4634482133965
JHI-Hv50k-2016-423785,13,13.4634482133965
JHI-Hv50k-2016-421119,13,18.9000566996781
JHI-Hv50k-2016-419063,13,23.4265247334369
JHI-Hv50k-2016-415470,13,34.1231168551177
JHI-Hv50k-2016-415468,13,34.1231168551177
JHI-Hv50k-2016-415625,13,34.8248785753169
JHI-Hv50k-2016-416163,13,35.5852956211343
JHI-Hv50k-2016-416162,13,35.5852956211343
JHI-Hv50k-2016-305840,14,0
M_E_62,14,10.5584377338083
JHI-Hv50k-2016-308358,14,18.1707736904044
JHI-Hv50k-2016-308206,14,18.1707736904044
JHI-Hv50k-2016-309053,14,25.3516004581795
JHI-Hv50k-2016-309064,14,25.3516004581795
JHI-Hv50k-2016-309051,14,25.3516004581795
JHI-Hv50k-2016-309515,14,25.3516004581795
M_E_9,15,0
M_E_8,15,1.78256328574968
M_E_7,15,1.78256328574968
JHI-Hv50k-2016-40035,15,4.73626981755599
JHI-Hv50k-2016-38514,15,4.73626981755599
JHI-Hv50k-2016-42564,15,11.5331012232782
JHI-Hv50k-2016-42730,15,13.4783120256114
M_E_2,16,0
JHI-Hv50k-2016-6092,16,5.72774556795222
JHI-Hv50k-2016-8710,16,10.6411847341989
JHI-Hv50k-2016-51019,17,0
JHI-Hv50k-2016-50954,17,0
JHI-Hv50k-2016-51979,17,3.7361582674222
JHI-Hv50k-2016-52321,17,6.29578877166895
JHI-Hv50k-2016-52253,17,6.29578877166895
JHI-Hv50k-2016-55854,17,17.2535001148288
JHI-Hv50k-2016-56239,17,17.2535001148288
M_E_53,18,0
JHI-Hv50k-2016-67550,18,26.0162824771221
JHI-Hv50k-2016-67559,18,26.0162824771221
JHI-Hv50k-2016-67587,18,26.0162824771221
JHI-Hv50k-2016-67600,18,26.0162824771221
JHI-Hv50k-2016-67767,18,26.0162824771221
JHI-Hv50k-2016-63893,18,32.6418834966154
JHI-Hv50k-2016-64086,18,32.6418834966154
JHI-Hv50k-2016-64149,18,32.6418834966154
JHI-Hv50k-2016-65426,18,35.05686536554
M_E_14,18,37.0026766831603
JHI-Hv50k-2016-71369,18,51.9422149195018
JHI-Hv50k-2016-72947,18,57.0993519924094
JHI-Hv50k-2016-72497,18,57.8122358209026
JHI-Hv50k-2016-72545,18,57.8122358209026
JHI-Hv50k-2016-72504,18,57.8122358209026
JHI-Hv50k-2016-72315,18,59.468383323574
M_E_17,18,77.5701384338331
JHI-Hv50k-2016-77334,18,90.6121096279957
JHI-Hv50k-2016-77388,18,90.6121096279957
JHI-Hv50k-2016-77560,18,92.3458561619143
JHI-Hv50k-2016-77522,18,93.488859837477
JHI-Hv50k-2016-77491,18,93.488859837477
JHI-Hv50k-2016-77605,18,95.3965733118434
JHI-Hv50k-2016-78532,18,97.8930783272548
JHI-Hv50k-2016-79374,18,100.116974657052
JHI-Hv50k-2016-79404,18,100.116974657052
M_E_22,18,103.584653240881
M_E_20,18,105.884210725703
M_E_19,18,105.884210725703
M_E_18,18,108.852250959894
JHI-Hv50k-2016-93366,18,125.926386440913
JHI-Hv50k-2016-91754,18,129.573868921132
JHI-Hv50k-2016-91961,18,129.573868921132
JHI-Hv50k-2016-91245,18,133.07661633527
JHI-Hv50k-2016-91257,18,133.07661633527
JHI-Hv50k-2016-91167,18,133.07661633527
JHI-Hv50k-2016-90688,18,133.07661633527
JHI-Hv50k-2016-90896,18,133.07661633527
JHI-Hv50k-2016-92462,18,135.430430293598
JHI-Hv50k-2016-92202,18,135.430430293598
JHI-Hv50k-2016-99229,18,137.837078039557
JHI-Hv50k-2016-99004,18,137.837078039557
M_E_23,18,143.55650170512
JHI-Hv50k-2016-100214,18,147.902356373993
JHI-Hv50k-2016-104058,18,158.075131206473
JHI-Hv50k-2016-103929,18,158.075131206473
JHI-Hv50k-2016-104059,18,158.075131206473
JHI-Hv50k-2016-103868,18,158.075131206473
JHI-Hv50k-2016-104508,18,163.154748672032
JHI-Hv50k-2016-104565,18,163.154748672032
JHI-Hv50k-2016-104651,18,163.154748672032
JHI-Hv50k-2016-106572,18,169.961313696366
JHI-Hv50k-2016-106848,18,172.085636971731
JHI-Hv50k-2016-108204,18,178.065514343098
JHI-Hv50k-2016-108250,18,178.065514343098
JHI-Hv50k-2016-110485,18,190.800916684925
JHI-Hv50k-2016-110449,18,190.800916684925
M_E_28,18,199.431863735514
M_E_29,18,206.349985535167
M_E_31,18,207.04267111727
M_E_30,18,207.04267111727
JHI-Hv50k-2016-115312,18,209.126610662736
JHI-Hv50k-2016-115107,18,209.126610662736
JHI-Hv50k-2016-115110,18,209.126610662736
JHI-Hv50k-2016-115147,18,209.126610662736
JHI-Hv50k-2016-115240,18,209.126610662736
JHI-Hv50k-2016-115389,18,209.126610662736
JHI-Hv50k-2016-115671,18,209.126610662736
JHI-Hv50k-2016-114548,18,209.818492737331
JHI-Hv50k-2016-114948,18,209.818492737331
JHI-Hv50k-2016-114249,18,209.818492737331
JHI-Hv50k-2016-114255,18,209.818492737331
JHI-Hv50k-2016-114264,18,209.818492737331
JHI-Hv50k-2016-114491,18,209.818492737331
JHI-Hv50k-2016-114549,18,209.818492737331
JHI-Hv50k-2016-114619,18,209.818492737331
JHI-Hv50k-2016-114706,18,209.818492737331
JHI-Hv50k-2016-114849,18,209.818492737331
JHI-Hv50k-2016-114865,18,209.818492737331
JHI-Hv50k-2016-114951,18,209.818492737331
JHI-Hv50k-2016-115563,18,211.19085154026
JHI-Hv50k-2016-115564,18,211.19085154026
JHI-Hv50k-2016-115953,18,212.172696862374
JHI-Hv50k-2016-118494,18,215.438544903126
JHI-Hv50k-2016-115889,18,216.808859367289
JHI-Hv50k-2016-116466,18,216.808859367289
JHI-Hv50k-2016-116577,18,216.808859367289
JHI-Hv50k-2016-116579,18,216.808859367289
JHI-Hv50k-2016-116581,18,216.808859367289
JHI-Hv50k-2016-116742,18,216.808859367289
JHI-Hv50k-2016-116907,18,216.808859367289
JHI-Hv50k-2016-116922,18,216.808859367289
JHI-Hv50k-2016-117081,18,216.808859367289
JHI-Hv50k-2016-117333,18,216.808859367289
JHI-Hv50k-2016-117361,18,216.808859367289
JHI-Hv50k-2016-119334,18,216.808859367289
JHI-Hv50k-2016-115933,18,217.484586218196
JHI-Hv50k-2016-124927,18,229.269474577146
JHI-Hv50k-2016-124930,18,229.269474577146
JHI-Hv50k-2016-124974,18,229.269474577146
M_E_32,18,235.387134653329
JHI-Hv50k-2016-138947,19,0
JHI-Hv50k-2016-138980,19,0.679767609922731
JHI-Hv50k-2016-139283,19,2.79390479379184
JHI-Hv50k-2016-139333,19,2.79390479379184
JHI-Hv50k-2016-322677,2,0
JHI-Hv50k-2016-321134,2,3.57752109101683
M_E_72,2,6.76813104698165
M_E_71,2,6.76813104698165
M_E_70,2,8.95306207718465
M_E_67,2,13.663115495024
M_E_66,2,13.663115495024
JHI-Hv50k-2016-319917,2,17.26197297642
M_E_64,2,21.0023338571572
JHI-Hv50k-2016-272337,20,0
JHI-Hv50k-2016-272315,20,0
JHI-Hv50k-2016-272306,20,0
JHI-Hv50k-2016-273394,20,2.37971884725591
JHI-Hv50k-2016-273355,20,2.37971884725591
JHI-Hv50k-2016-273088,20,2.37971884725591
JHI-Hv50k-2016-273925,20,8.01816894161982
JHI-Hv50k-2016-274480,20,8.01816894161982
JHI-Hv50k-2016-273848,20,8.01816894161982
JHI-Hv50k-2016-275077,20,8.01816894161982
JHI-Hv50k-2016-273669,20,8.01816894161982
JHI-Hv50k-2016-273849,20,8.71654014538218
JHI-Hv50k-2016-273846,20,8.71654014538218
JHI-Hv50k-2016-273825,20,8.71654014538218
JHI-Hv50k-2016-275198,20,9.42445008754111
M_E_37,21,0
JHI-Hv50k-2016-153527,21,5.33765816408436
JHI-Hv50k-2016-152840,21,6.70786409471233
JHI-Hv50k-2016-154862,21,11.6804888609071
JHI-Hv50k-2016-155569,21,14.3716028796555
JHI-Hv50k-2016-155805,21,16.0955755060706
JHI-Hv50k-2016-157160,21,21.4838111134331
JHI-Hv50k-2016-159556,21,25.5547449632733
JHI-Hv50k-2016-160331,21,29.9135814432514
JHI-Hv50k-2016-160352,21,29.9135814432514
JHI-Hv50k-2016-161093,21,33.661362842188
JHI-Hv50k-2016-161081,21,33.661362842188
JHI-Hv50k-2016-161080,21,33.661362842188
M_E_40,21,49.0569081028542
M_E_39,21,49.0569081028542
JHI-Hv50k-2016-163974,21,53.2929324674133
JHI-Hv50k-2016-166368,21,60.2895681648207
JHI-Hv50k-2016-182940,21,62.6290377247119
JHI-Hv50k-2016-182720,21,62.6290377247119
JHI-Hv50k-2016-420337,21,62.6290377247119
JHI-Hv50k-2016-182700,21,62.6290377247119
JHI-Hv50k-2016-184728,21,64.9685072846032
JHI-Hv50k-2016-185123,21,66.5102151341511
JHI-Hv50k-2016-185997,21,70.7658777143913
JHI-Hv50k-2016-188175,21,73.1331542375987
M_E_45,21,73.1331542375987
M_E_47,21,73.1331542375987
JHI-Hv50k-2016-188839,21,74.9488354674182
JHI-Hv50k-2016-187824,21,75.9398904125199
JHI-Hv50k-2016-191253,21,78.5381575965702
JHI-Hv50k-2016-192534,21,81.7433565442461
JHI-Hv50k-2016-192532,21,81.7433565442461
M_E_50,21,89.974065694275
M_E_49,21,89.974065694275
JHI-Hv50k-2016-196158,21,96.1515903682128
JHI-Hv50k-2016-196379,21,96.1515903682128
JHI-Hv50k-2016-196798,21,97.1623069679873
JHI-Hv50k-2016-200713,21,110.585650924983
JHI-Hv50k-2016-201896,21,114.083924916709
M_E_52,21,124.521602243486
JHI-Hv50k-2016-204423,21,130.418545401676
JHI-Hv50k-2016-204392,21,130.418545401676
JHI-Hv50k-2016-204534,21,132.472384112759
JHI-Hv50k-2016-205257,21,134.631596676006
JHI-Hv50k-2016-207495,21,146.272794444767
JHI-Hv50k-2016-208432,21,150.965043294446
JHI-Hv50k-2016-209275,21,152.768953355954
JHI-Hv50k-2016-211296,21,154.203821879132
JHI-Hv50k-2016-211251,21,154.203821879132
